C,DBE 1,DBE,H,KMD,N,O,S,class,intensity 1,intensity,isotope kind,m/z,ppm,s/n,theo
17,13,13,9,0.30461616,,6,,O6,7881832,7881832,,309.04051,-0.157973166,18.5,309.0404612
14,8,8,13,0.283510553,,8,,O8,74188127,74188127,,309.0616,-0.031126805,194.5,309.0615904
18,12,12,13,0.268271388,,5,,O5,7699673,7699673,,309.07692,-0.237546425,18,309.0768466
15,7,7,17,0.247165781,,7,,O7,196854096,196854096,,309.09797,0.018699249,520.1,309.0979758
19,11,11,17,0.231926616,,4,,O4,5716617,5716617,,309.1132,0.10345691,12.7,309.113232
16,6,6,21,0.210821009,,6,,O6,122827072,122827072,,309.13433,0.100861968,323.6,309.1343612
20,10,10,21,0.195581845,,3,,O3,3656634,3656634,,309.14959,0.088565208,7.3,309.1496174
17,5,5,25,0.174476238,,5,,O5,18703921,18703921,,309.17072,0.085971588,47.2,309.1707466
20,2,2,37,0.065441923,,2,,O2,3991937,3991937,,309.27981,0.299986838,8.2,309.2799028
13,8,8,12,0.289372857,1,8,,N1O8,5353048,5353048,,310.05698,-0.45353007,11.8,310.0568394
14,7,7,16,0.253028085,1,7,,N1O7,5594630,5594630,,310.0933,-0.242572536,12.4,310.0932248
15,6,6,20,0.216683313,1,6,,N1O6,3626036,3626036,,310.12973,-0.386354918,7.2,310.1296102
12,9,9,7,0.342800789,,10,,O10,5725928,5725928,,311.00466,-0.61227448,12.8,311.0044696
16,13,13,7,0.327561624,,7,,O7,6047263,6047263,,311.01983,-0.335091608,13.6,311.0197258
13,8,8,11,0.306456017,,9,,O9,39818643,39818643,,311.0409,-0.14474015,103.3,311.040855
17,12,12,11,0.291216853,,6,,O6,13422475,13422475,,311.05619,-0.253395118,33.2,311.0561112
21,16,16,11,0.275977688,,3,,O3,3269122,3269122,,311.07137,-0.008422826,6.2,311.0713674
14,7,7,15,0.270111246,,8,,O8,139251071,139251071,,311.0773,-0.191656901,367.2,311.0772404
18,11,11,15,0.254872081,,5,,O5,11844215,11844215,,311.09257,-0.2360073,29,311.0924966
15,6,6,19,0.233766474,,7,,O7,244039019,244039019,,311.11366,-0.109992289,645.4,311.1136258
19,10,10,19,0.218527309,,4,,O4,8544610,8544610,,311.12893,-0.154341505,20.2,311.128882
16,5,5,23,0.197421702,,6,,O6,51283286,51283286,,311.15004,-0.092624454,133.7,311.1500112
20,9,9,23,0.182182537,,3,,O3,4025806,4025806,,311.16527,-0.008420284,8.3,311.1652674
17,4,4,27,0.178815302,,3,1,O3S1,19684684,19684684,,311.16867,-0.101617246,49.8,311.1686384
17,4,4,27,0.161076931,,5,,O5,3898818,3898818,,311.18633,0.213955047,7.9,311.1863966
13,7,7,14,0.27597355,1,8,,N1O8,4798390,4798390,,312.07261,-0.386513083,10.3,312.0724894
14,6,6,18,0.239628778,1,7,,N1O7,4202207,4202207,,312.10912,-0.785687687,8.7,312.1088748
15,13,13,5,0.350507089,,8,,O8,3189989,3189989,,312.99904,-0.158531182,6,312.9989904
12,8,8,9,0.329401482,,10,,O10,9374039,9374039,,313.02022,-0.320810369,22.4,313.0201196
16,12,12,9,0.314162317,,7,,O7,19093709,19093709,,313.03541,-0.109317038,48.1,313.0353758
13,7,7,13,0.29305671,,9,,O9,55223486,55223486,,313.05659,-0.271580685,143.6,313.056505
17,11,11,13,0.277817545,,6,,O6,18460084,18460084,,313.07185,-0.283705243,46.4,313.0717612
14,6,6,17,0.256711939,,8,,O8,145356966,145356966,,313.09297,-0.254301846,381.9,313.0928904
18,10,10,17,0.241472774,,5,,O5,20129180,20129180,,313.10824,-0.298363684,50.8,313.1081466
15,5,5,21,0.220367167,,7,,O7,102383758,102383758,,313.12938,-0.332834098,268.3,313.1292758
19,9,9,21,0.205128002,,4,,O4,12735620,12735620,,313.14466,-0.408821125,31.2,313.144532
16,4,4,25,0.184022395,,6,,O6,9213557,9213557,,313.16577,-0.347484139,21.9,313.1656612
20,8,8,25,0.16878323,,3,,O3,3736619,3736619,,313.18096,-0.136087794,7.5,313.1809174
16,11,11,12,0.283679849,1,6,,N1O6,5764870,5764870,,314.06702,-0.031267531,12.8,314.0670102
15,12,12,7,0.337107782,,8,,O8,11723219,11723219,,315.01457,0.22341787,28.6,315.0146404
12,7,7,11,0.316002175,,10,,O10,15685699,15685699,,315.03574,0.093893782,39.1,315.0357696
16,11,11,11,0.30076301,,7,,O7,29970231,29970231,,315.051,0.081827697,76.8,315.0510258
13,6,6,15,0.279657403,,9,,O9,48610600,48610600,,315.07214,0.047544347,126.1,315.072155
17,10,10,15,0.264418238,,6,,O6,36054812,36054812,,315.08739,0.067219125,92.9,315.0874112
14,5,5,19,0.243312631,,8,,O8,69028620,69028620,,315.1085,0.128146003,180.1,315.1085404
18,9,9,19,0.228073467,,5,,O5,34527489,34527489,,315.12378,0.052613926,88.9,315.1237966
15,4,4,23,0.20696786,,7,,O7,17027313,17027313,,315.14493,-0.013390982,42.6,315.1449258
19,8,8,23,0.191728695,,4,,O4,15922405,15922405,,315.16017,0.038012099,39.7,315.160182
15,11,11,10,0.306625314,1,7,,N1O7,6405567,6405567,,316.04623,0.141687796,14.5,316.0462748
16,10,10,14,0.270280542,1,6,,N1O6,8085411,8085411,,316.08253,0.411853975,18.9,316.0826602
14,12,12,5,0.360053246,,9,,O9,3847698,3847698,,316.99383,0.236534201,7.7,316.993905
15,11,11,9,0.323708475,,8,,O8,28848437,28848437,,317.03019,0.316625581,73.5,317.0302904
19,15,15,9,0.30846931,,5,,O5,4561705,4561705,,317.04537,0.556954362,9.6,317.0455466
12,6,6,13,0.302602868,,10,,O10,11972772,11972772,,317.05131,0.345621856,29.1,317.0514196
16,10,10,13,0.287363703,,7,,O7,58047767,58047767,,317.06658,0.302081257,150.4,317.0666758
13,5,5,17,0.283996467,,7,1,O7S1,3281141,3281141,,317.06999,0.179076834,6.2,317.0700468
15,10,10,13,0.276142846,2,6,,N2O6,4036942,4036942,,317.07782,0.281255481,8.2,317.0779092
20,14,14,13,0.272124538,,4,,O4,4404427,4404427,,317.08186,0.227007258,9.2,317.081932
13,5,5,17,0.266258096,,9,,O9,16783367,16783367,,317.0877,0.331075173,41.8,317.087805
17,9,9,17,0.251018931,,6,,O6,65627386,65627386,,317.10296,0.319075759,170.4,317.1030612
14,4,4,21,0.229913324,,8,,O8,10289769,10289769,,317.12411,0.253465054,24.7,317.1241904
18,8,8,21,0.214674159,,5,,O5,53311709,53311709,,317.13935,0.304534491,138,317.1394466
19,7,7,25,0.178329388,,4,,O4,12544192,12544192,,317.17577,0.195411799,30.6,317.175832
14,11,11,8,0.329570778,1,8,,N1O8,3380749,3380749,,318.02545,0.281046296,6.5,318.0255394
15,10,10,12,0.293226007,1,7,,N1O7,8110831,8110831,,318.06183,0.297991971,19,318.0619248
16,9,9,16,0.256881235,1,6,,N1O6,6655697,6655697,,318.09829,0.063439193,15.1,318.0983102
14,11,11,7,0.346653939,,9,,O9,15719649,15719649,,319.0096,-0.141124613,39,319.009555
15,10,10,11,0.310309167,,8,,O8,58745539,58745539,,319.04595,-0.030152711,152.3,319.0459404
19,14,14,11,0.295070003,,5,,O5,6293878,6293878,,319.06125,-0.167429009,14.2,319.0611966
12,5,5,15,0.28920356,,10,,O10,3580786,3580786,,319.06696,0.34343845,7,319.0670696
16,9,9,15,0.273964396,,7,,O7,85409445,85409445,,319.08231,0.049454008,222.5,319.0823258
20,13,13,15,0.258725231,,4,,O4,3721304,3721304,,319.09756,0.068881437,7.4,319.097582
17,8,8,19,0.237619624,,6,,O6,109289095,109289095,,319.11869,0.066369972,285.3,319.1187112
18,7,7,23,0.201274852,,5,,O5,54131304,54131304,,319.15506,0.114614808,140.1,319.1550966
19,6,6,27,0.16493008,,4,,O4,6963146,6963146,,319.1914,0.256836115,15.9,319.191482
14,10,10,10,0.316171471,1,8,,N1O8,5684679,5684679,,320.04125,-0.189413432,12.5,320.0411894
15,9,9,14,0.2798267,1,7,,N1O7,9377768,9377768,,320.07762,-0.141278564,22.2,320.0775748
16,8,8,18,0.243481928,1,6,,N1O6,6411850,6411850,,320.11391,0.156756363,14.4,320.1139602
13,11,11,5,0.369599404,,10,,O10,3494770,3494770,,320.98877,0.154459897,6.8,320.9888196
14,10,10,9,0.333254632,,9,,O9,35066452,35066452,,321.02528,-0.233689127,89.5,321.025205
18,14,14,9,0.318015467,,6,,O6,7320391,7320391,,321.04048,-0.058622206,16.8,321.0404612
15,9,9,13,0.29690986,,8,,O8,84296757,84296757,,321.06168,-0.279136785,218.6,321.0615904
14,9,9,13,0.285689003,2,7,,N2O7,3481324,3481324,,321.07296,-0.424265431,6.7,321.0728238
19,13,13,13,0.281670695,,5,,O5,6253673,6253673,,321.07693,-0.259813502,14,321.0768466
16,8,8,17,0.260565088,,7,,O7,145608727,145608727,,321.09809,-0.355717285,379.4,321.0979758
15,8,8,17,0.249344232,2,6,,N2O6,4066830,4066830,,321.10939,-0.563110913,8.3,321.1092092
20,12,12,17,0.245325924,,4,,O4,4319819,4319819,,321.11326,-0.087259251,8.9,321.113232
17,7,7,21,0.224220317,,6,,O6,144539641,144539641,,321.13443,-0.214303134,376.5,321.1343612
21,11,11,21,0.208981152,,3,,O3,3504364,3504364,,321.14985,-0.724335598,6.8,321.1496174
18,6,6,25,0.187875545,,5,,O5,31065563,31065563,,321.17083,-0.259737541,79.1,321.1707466
14,9,9,12,0.302772164,1,8,,N1O8,9828224,9828224,,322.05681,0.091225822,23.4,322.0568394
15,8,8,16,0.266427392,1,7,,N1O7,9847010,9847010,,322.09319,0.107980849,23.4,322.0932248
16,7,7,20,0.230082621,1,6,,N1O6,5080836,5080836,,322.12967,-0.18570196,10.9,322.1296102
13,10,10,7,0.356200096,,10,,O10,17031935,17031935,,323.00439,0.24637399,42.3,323.0044696
17,14,14,7,0.340960932,,7,,O7,3988402,3988402,,323.01966,0.203640505,8.1,323.0197258
14,9,9,11,0.337593696,,7,1,O7S1,4188272,4188272,,323.02294,0.485351981,8.6,323.0230968
14,9,9,11,0.319855325,,9,,O9,63275489,63275489,,323.04078,0.232106555,163.5,323.040855
18,13,13,11,0.30461616,,6,,O6,11343701,11343701,,323.05608,0.096515431,27.4,323.0561112
15,8,8,15,0.283510553,,8,,O8,148316612,148316612,,323.07717,0.217842334,386.5,323.0772404
14,8,8,15,0.272289696,2,7,,N2O7,3380475,3380475,,323.08853,-0.174008374,6.5,323.0884738
19,12,12,15,0.268271388,,5,,O5,7783480,7783480,,323.09244,0.17511982,18,323.0924966
16,7,7,19,0.247165781,,7,,O7,260581799,260581799,,323.11357,0.17263246,680.8,323.1136258
20,11,11,19,0.231926616,,4,,O4,6383899,6383899,,323.12877,0.346548719,14.4,323.128882
17,6,6,23,0.210821009,,6,,O6,110522762,110522762,,323.14997,0.127432767,287.4,323.1500112
21,10,10,23,0.195581845,,3,,O3,3513853,3513853,,323.16544,-0.534154247,6.8,323.1652674
18,5,5,27,0.174476238,,5,,O5,8888813,8888813,,323.18637,0.082243251,20.9,323.1863966
13,9,9,10,0.325717629,1,9,,N1O9,3263502,3263502,,324.03589,0.660358205,6.2,324.036104
14,8,8,14,0.289372857,1,8,,N1O8,10717617,10717617,,324.07237,0.368374064,25.6,324.0724894
15,7,7,18,0.253028085,1,7,,N1O7,9829525,9829525,,324.10877,0.323286118,23.3,324.1088748
13,9,9,9,0.342800789,,10,,O10,19217117,19217117,,325.0201,0.060242117,47.8,325.0201196
17,13,13,9,0.327561624,,7,,O7,13109714,13109714,,325.03536,0.048548254,31.9,325.0353758
14,8,8,13,0.306456017,,9,,O9,89224130,89224130,,325.05644,0.199903398,230.5,325.056505
18,12,12,13,0.291216853,,6,,O6,13914807,13914807,,325.07173,0.095916975,34,325.0717612
15,7,7,17,0.270111246,,8,,O8,250196903,250196903,,325.09282,0.216491661,650.7,325.0928904
19,11,11,17,0.254872081,,5,,O5,14220187,14220187,,325.10804,0.327829066,34.8,325.1081466
16,6,6,21,0.233766474,,7,,O7,213697420,213697420,,325.12917,0.325347202,555.5,325.1292758
20,10,10,21,0.218527309,,4,,O4,9752448,9752448,,325.14437,0.498178146,23.1,325.144532
17,5,5,25,0.197421702,,6,,O6,35266417,35266417,,325.16558,0.249657051,89.7,325.1656612
18,4,4,29,0.178815302,,3,1,O3S1,27327843,27327843,,325.18416,0.394791214,69,325.1842884
18,4,4,29,0.161076931,,5,,O5,4078037,4078037,,325.20204,0.020233267,8.3,325.2020466
13,8,8,12,0.312318321,1,9,,N1O9,4596076,4596076,,326.0519,-0.44784332,9.6,326.051754
17,12,12,12,0.297079157,1,6,,N1O6,3852385,3852385,,326.06706,-0.152790986,7.7,326.0670102
14,7,7,16,0.27597355,1,8,,N1O8,6431698,6431698,,326.08815,-0.032568189,14.4,326.0881394
15,6,6,20,0.239628778,1,7,,N1O7,3358072,3358072,,326.12459,-0.199985267,6.4,326.1245248
16,13,13,7,0.350507089,,8,,O8,11481556,11481556,,327.01467,-0.09057729,27.6,327.0146404
13,8,8,11,0.329401482,,10,,O10,33594438,33594438,,327.03588,-0.337639214,85.3,327.0357696
17,12,12,11,0.314162317,,7,,O7,23956539,23956539,,327.05114,-0.349242445,60.2,327.0510258
14,7,7,15,0.310795081,,7,1,O7S1,3704633,3704633,,327.05473,-1.018852225,7.3,327.0543968
21,16,16,11,0.298923152,,4,,O4,4014961,4014961,,327.0664,-0.360844595,8.1,327.066282
14,7,7,15,0.29305671,,9,,O9,119137837,119137837,,327.07225,-0.290517241,308.6,327.072155
18,11,11,15,0.277817545,,6,,O6,27173411,27173411,,327.08751,-0.30212138,68.6,327.0874112
15,6,6,19,0.27445031,,6,1,O6S1,3204641,3204641,,327.09083,-0.14619825,6,327.0907822
15,6,6,19,0.256711939,,8,,O8,228519445,228519445,,327.1086,-0.182263966,594.2,327.1085404
19,10,10,19,0.241472774,,5,,O5,21681419,21681419,,327.12386,-0.193871863,54.2,327.1237966
16,5,5,23,0.220367167,,7,,O7,68118013,68118013,,327.145,-0.226872233,175.5,327.1449258
20,9,9,23,0.205128002,,4,,O4,12495603,12495603,,327.16024,-0.177344626,30.3,327.160182
17,4,4,27,0.184022395,,6,,O6,6368101,6368101,,327.18134,-0.088086021,14.3,327.1813112
16,12,12,10,0.320024621,1,7,,N1O7,5290877,5290877,,328.04635,-0.229297224,11.4,328.0462748
13,7,7,14,0.298919014,1,9,,N1O9,4614128,4614128,,328.06743,-0.079313274,9.6,328.067404
17,11,11,14,0.283679849,1,6,,N1O6,4362855,4362855,,328.08262,0.122468831,9,328.0826602
14,6,6,18,0.262574242,1,8,,N1O8,3263706,3263706,,328.10381,-0.062846272,6.1,328.1037894
18,10,10,18,0.247335078,1,5,,N1O5,3571313,3571313,,328.11911,-0.196331487,6.9,328.1190456
15,13,13,5,0.373452553,,9,,O9,3480656,3480656,,328.99382,0.258302354,6.7,328.993905
16,12,12,9,0.337107782,,8,,O8,26380156,26380156,,329.03021,0.244293314,66.2,329.0302904
13,7,7,13,0.316002175,,10,,O10,43066736,43066736,,329.05134,0.241846396,109.6,329.0514196
17,11,11,13,0.30076301,,7,,O7,38828392,38828392,,329.06665,0.078342482,98.6,329.0666758
14,6,6,17,0.279657403,,9,,O9,92711260,92711260,,329.08774,0.197454597,238.6,329.087805
18,10,10,17,0.264418238,,6,,O6,46526803,46526803,,329.10301,0.155513291,118.6,329.1030612
15,5,5,21,0.243312631,,8,,O8,76897608,76897608,,329.12412,0.213839949,197.5,329.1241904
19,9,9,21,0.228073467,,5,,O5,37924671,37924671,,329.1394,0.14152026,96.2,329.1394466
16,4,4,25,0.20696786,,7,,O7,8012852,8012852,,329.16056,0.047939824,18.5,329.1605758
20,8,8,25,0.191728695,,4,,O4,11922475,11922475,,329.17581,0.066772521,28.6,329.175832
18,2,2,33,0.134278316,,5,,O5,4293900,4293900,,329.23316,0.566710213,8.8,329.2333466
16,11,11,12,0.306625314,1,7,,N1O7,7613790,7613790,,330.06196,-0.106707552,17.4,330.0619248
17,10,10,16,0.270280542,1,6,,N1O6,7695564,7695564,,330.09815,0.485249076,17.7,330.0983102
15,12,12,7,0.360053246,,9,,O9,13586605,13586605,,331.00954,0.045255189,33,331.009555
12,7,7,11,0.338947639,,11,,O11,7863460,7863460,,331.03061,0.224087686,18.1,331.0306842
16,11,11,11,0.323708475,,8,,O8,50911645,50911645,,331.04591,0.091769438,130,331.0459404
20,15,15,11,0.30846931,,5,,O5,5678295,5678295,,331.06116,0.110492865,12.4,331.0611966
13,6,6,15,0.302602868,,10,,O10,20890004,20890004,,331.06706,0.028936433,51.9,331.0670696
17,10,10,15,0.287363703,,7,,O7,73526670,73526670,,331.08229,0.108069496,188.7,331.0823258
21,14,14,15,0.272124538,,4,,O4,4134216,4134216,,331.09741,0.519423606,8.4,331.097582
14,5,5,19,0.266258096,,9,,O9,27262853,27262853,,331.1034,0.166050517,68.5,331.103455
18,9,9,19,0.251018931,,6,,O6,76838271,76838271,,331.11867,0.124365971,197.4,331.1187112
15,4,4,23,0.247651695,,6,1,O6S1,3729662,3729662,,331.1218,0.852192938,7.3,331.1220822
15,4,4,23,0.229913324,,8,,O8,10250358,10250358,,331.13976,0.242737026,24.3,331.1398404
19,8,8,23,0.214674159,,5,,O5,41622896,41622896,,331.15506,0.110461534,105.8,331.1550966
20,7,7,27,0.178329388,,4,,O4,7862625,7862625,,331.19128,0.609858378,18.1,331.191482
15,11,11,10,0.329570778,1,8,,N1O8,5606305,5606305,,332.04132,-0.393385231,12.2,332.0411894
16,10,10,14,0.293226007,1,7,,N1O7,8580757,8580757,,332.0776,-0.075946411,19.9,332.0775748
17,9,9,18,0.256881235,1,6,,N1O6,4345289,4345289,,332.11384,0.36186344,8.9,332.1139602
14,12,12,5,0.382998711,,10,,O10,4877251,4877251,,332.98892,-0.301571987,10.3,332.9888196
15,11,11,9,0.346653939,,9,,O9,36353785,36353785,,333.02524,-0.105157506,91.7,333.025205
19,15,15,9,0.331414774,,6,,O6,4659957,4659957,,333.04044,0.063595576,9.7,333.0404612
12,6,6,13,0.325548332,,11,,O11,4143732,4143732,,333.04635,-0.047501199,8.4,333.0463342
16,10,10,13,0.310309167,,8,,O8,89471728,89471728,,333.06166,-0.209030708,229.2,333.0615904
15,10,10,13,0.299088311,2,7,,N2O7,4654893,4654893,,333.07297,-0.439003394,9.7,333.0728238
20,14,14,13,0.295070003,,5,,O5,7587820,7587820,,333.0769,-0.160383709,17.3,333.0768466
13,5,5,17,0.28920356,,10,,O10,6099306,6099306,,333.08268,0.118829041,13.4,333.0827196
17,9,9,17,0.273964396,,7,,O7,110609126,110609126,,333.09807,-0.28286002,283.8,333.0979758
16,9,9,17,0.262743539,2,6,,N2O6,3411300,3411300,,333.10927,-0.182583064,6.5,333.1092092
21,13,13,17,0.258725231,,4,,O4,3458787,3458787,,333.11339,-0.474373531,6.6,333.113232
14,4,4,21,0.252858789,,9,,O9,3209409,3209409,,333.11933,-0.67549443,6,333.119105
18,8,8,21,0.237619624,,6,,O6,119757533,119757533,,333.13445,-0.26661945,307.5,333.1343612
19,7,7,25,0.201274852,,5,,O5,41475796,41475796,,333.17084,-0.280397067,105,333.1707466
20,6,6,29,0.16493008,,4,,O4,4271244,4271244,,333.20721,-0.23414895,8.7,333.207132
14,11,11,8,0.352516243,1,9,,N1O9,3426661,3426661,,334.02023,0.670557438,6.5,334.020454
15,10,10,12,0.316171471,1,8,,N1O8,10506911,10506911,,334.05676,0.237623933,24.9,334.0568394
16,9,9,16,0.2798267,1,7,,N1O7,9311129,9311129,,334.09326,-0.105419977,21.8,334.0932248
17,8,8,20,0.243481928,1,6,,N1O6,4757267,4757267,,334.12955,0.180109449,10,334.1296102
14,11,11,7,0.369599404,,10,,O10,13109424,13109424,,335.00437,0.297249467,31.6,335.0044696
18,15,15,7,0.354360239,,7,,O7,3999919,3999919,,335.01961,0.345591292,8,335.0197258
15,10,10,11,0.333254632,,9,,O9,77605294,77605294,,335.04074,0.343181729,198.5,335.040855
19,14,14,11,0.318015467,,6,,O6,9361709,9361709,,335.05605,0.182595983,21.9,335.0561112
16,9,9,15,0.29690986,,8,,O8,130015659,130015659,,335.07714,0.299572421,334.1,335.0772404
15,9,9,15,0.285689003,2,7,,N2O7,7121195,7121195,,335.0884,0.220180358,16.1,335.0884738
20,13,13,15,0.281670695,,5,,O5,6161194,6161194,,335.09237,0.377746148,13.6,335.0924966
17,8,8,19,0.260565088,,7,,O7,214020521,214020521,,335.11352,0.315653832,551.4,335.1136258
21,12,12,19,0.245325924,,4,,O4,4263016,4263016,,335.12872,0.483336139,8.7,335.128882
18,7,7,23,0.224220317,,6,,O6,138733991,138733991,,335.14992,0.27205698,356.6,335.1500112
19,6,6,27,0.187875545,,5,,O5,23145893,23145893,,335.18629,0.317972033,57.6,335.1863966
14,10,10,10,0.339116936,1,9,,N1O9,4791712,4791712,,336.03608,0.071361082,10,336.036104
15,9,9,14,0.302772164,1,8,,N1O8,12249505,12249505,,336.0725,-0.031600623,29.2,336.0724894
16,8,8,18,0.266427392,1,7,,N1O7,10030627,10030627,,336.10882,0.162982605,23.5,336.1088748
17,7,7,22,0.230082621,1,6,,N1O6,3906597,3906597,,336.14528,-0.058962902,7.7,336.1452602
14,10,10,9,0.356200096,,10,,O10,36339709,36339709,,337.0202,-0.238621065,91.3,337.0201196
18,14,14,9,0.340960932,,7,,O7,11905535,11905535,,337.03543,-0.160873617,28.3,337.0353758
15,9,9,13,0.319855325,,9,,O9,104354306,104354306,,337.05661,-0.311580101,266.4,337.056505
19,13,13,13,0.30461616,,6,,O6,11396101,11396101,,337.0718,-0.115168651,27,337.0717612
16,8,8,17,0.283510553,,8,,O8,235762184,235762184,,337.09294,-0.147200079,604.9,337.0928904
15,8,8,17,0.272289696,2,7,,N2O7,4504778,4504778,,337.10423,-0.315095819,9.3,337.1041238
20,12,12,17,0.268271388,,5,,O5,10223370,10223370,,337.10828,-0.395778332,24,337.1081466
17,7,7,21,0.247165781,,7,,O7,292631054,292631054,,337.12934,-0.190491021,751.3,337.1292758
21,11,11,21,0.231926616,,4,,O4,5377680,5377680,,337.14454,-0.023788314,11.5,337.144532
18,6,6,25,0.210821009,,6,,O6,87069204,87069204,,337.16569,-0.085477566,221.9,337.1656612
22,10,10,25,0.195581845,,3,,O3,3492758,3492758,,337.18086,0.170175407,6.7,337.1809174
19,5,5,29,0.174476238,,5,,O5,5804186,5804186,,337.20208,-0.099110016,12.6,337.2020466
22,2,2,41,0.065441923,,2,,O2,45910573,45910573,,337.31118,0.067533778,115.9,337.3112028
14,9,9,12,0.325717629,1,9,,N1O9,5546391,5546391,,338.05167,0.248423205,12,338.051754
15,8,8,16,0.289372857,1,8,,N1O8,13440481,13440481,,338.0881,0.116478206,32.3,338.0881394
16,7,7,20,0.253028085,1,7,,N1O7,7247723,7247723,,338.12462,-0.281612522,16.3,338.1245248
13,10,10,7,0.379145561,,11,,O11,6441234,6441234,,338.99929,0.277817319,14.3,338.9993842
17,14,14,7,0.363906396,,8,,O8,8422936,8422936,,339.01458,0.178104108,19.4,339.0146404
14,9,9,11,0.342800789,,10,,O10,59422752,59422752,,339.03568,0.264219613,150.7,339.0357696
18,13,13,11,0.327561624,,7,,O7,21252134,21252134,,339.05094,0.252999972,52.4,339.0510258
15,8,8,15,0.324194389,,7,1,O7S1,3953704,3953704,,339.05432,0.226453043,7.9,339.0543968
15,8,8,15,0.306456017,,9,,O9,163882031,163882031,,339.07208,0.221132579,419.7,339.072155
14,8,8,15,0.295235161,2,8,,N2O8,3765811,3765811,,339.08338,0.02471339,7.4,339.0833884
19,12,12,15,0.291216853,,6,,O6,13961269,13961269,,339.08737,0.121443317,33.6,339.0874112
16,7,7,19,0.270111246,,8,,O8,340411454,340411454,,339.10846,0.237032957,874.4,339.1085404
20,11,11,19,0.254872081,,5,,O5,12033860,12033860,,339.12373,0.196329189,28.7,339.1237966
17,6,6,23,0.233766474,,7,,O7,178066508,178066508,,339.14486,0.193958084,456.3,339.1449258
21,10,10,23,0.218527309,,4,,O4,6274003,6274003,,339.16021,-0.082616125,13.8,339.160182
18,5,5,27,0.197421702,,6,,O6,24664668,24664668,,339.18127,0.121409696,61.2,339.1813112
19,4,4,31,0.178815302,,3,1,O3S1,20702051,20702051,,339.19989,0.142629448,51,339.1999384
17,13,13,10,0.333423928,1,7,,N1O7,5378678,5378678,,340.04626,0.043464378,11.3,340.0462748
14,8,8,14,0.312318321,1,9,,N1O9,10869761,10869761,,340.06729,0.335168554,25.2,340.067404
18,12,12,14,0.297079157,1,6,,N1O6,4928009,4928009,,340.08249,0.50040746,10.2,340.0826602
15,7,7,18,0.27597355,1,8,,N1O8,7661844,7661844,,340.10365,0.409815781,17.1,340.1037894
16,6,6,22,0.239628778,1,7,,N1O7,4313896,4313896,,340.14004,0.396248106,8.6,340.1401748
13,9,9,9,0.365746254,,11,,O11,15708218,15708218,,341.01511,-0.222336532,37.4,341.0150342
17,13,13,9,0.350507089,,8,,O8,21877061,21877061,,341.03033,-0.116177657,53,341.0302904
14,8,8,13,0.329401482,,10,,O10,87797843,87797843,,341.05147,-0.147837238,219.4,341.0514196
18,12,12,13,0.314162317,,7,,O7,26858077,26858077,,341.06672,-0.129652362,65.5,341.0666758
15,7,7,17,0.29305671,,9,,O9,210344043,210344043,,341.08786,-0.161307731,528.8,341.087805
19,11,11,17,0.277817545,,6,,O6,28134006,28134006,,341.10312,-0.172440845,68.8,341.1030612
